duration_create_to_done,duration_create_to_firstAct,duration_create_to_killed,duration_create_to_lastAct,duration_create_to_new_bounty,duration_create_to_start,duration_create_to_stop,duration_create_to_submitted,duration_create_to_worker_applied,duration_worker_applied_to_worker_approved,firstAct_activity_type,lastAct_activity_type,number_of_user_in_activities,pk
0,0,0,662.9641676157407,0,0,0,0,0,662.9641676157407,new_bounty,new_tip,2,256
24.190439502314813,0,0,587.2739852314814,0,0,0,24.190439502314813,0,587.2739852314814,new_bounty,work_submitted,2,2218
0.24295328703703703,0.000775162037037037,0,0.24295328703703703,0.000775162037037037,0,0.08723822916666667,0.2119940162037037,0.10117555555555556,-0.09881799768518519,new_bounty,work_done,3,20916
0,0.000018912037037037036,4.012173715277778,4.012173715277778,0.000018912037037037036,0,0,0,0,4.012173715277778,new_bounty,killed_bounty,1,23588
18.837162314814815,0.000013206018518518518,0,18.837162314814815,0.000013206018518518518,0,14.267941400462963,10.368945868055556,2.2538503356481483,7.734140474537037,new_bounty,work_done,10,24200
0,0.000013090277777777778,30.039338726851852,30.039338726851852,0.000013090277777777778,0,0,0,0.23098726851851853,0.048220682870370374,new_bounty,killed_bounty,2,24091
24.47931315972222,0.0006032523148148148,0,24.47931315972222,0.0006032523148148148,0,2.551753553240741,7.612601111111111,0.2802225462962963,1.5709735069444444,new_bounty,work_done,4,23098
180.72346769675926,0,0,621.8007972106482,0,0,0,621.8003691087963,0,621.800649224537,new_bounty,new_tip,4,498
240.60292555555554,0,0,681.6801252546296,0,101.74755825231482,0,0,0,681.6801003009259,new_bounty,new_tip,5,1719
0,0.13475586805555556,14.86424224537037,14.86424224537037,0.13475586805555556,0,5.06332792824074,9.880101701388888,3.571263287037037,-3.3770704976851853,new_bounty,killed_bounty,8,16322
0,0.004714849537037037,0,50.065244201388886,0.004714849537037037,9.33717574074074,15.305129351851852,15.17550789351852,0,14.951198854166666,new_bounty,new_tip,4,22273
22.824408738425927,0.057988935185185185,0,58.96470834490741,0.057988935185185185,1.8719406597222221,18.761102592592593,16.242284814814816,0,14.957517974537037,new_bounty,unknown_event,5,15504
23.02656203703704,0.0020941319444444445,0,331.2867303472222,0.0020941319444444445,13.045357164351852,13.05734287037037,331.2855414236111,0,7.050308194444445,new_bounty,new_tip,6,10661
3.150748240740741,0,0,484.8254065277778,0,1.058662638888889,0,3.0419614814814815,0,325.3482851851852,new_bounty,work_submitted,2,14174
14.937330706018518,0,0,495.93027631944443,0,7.363858587962963,0,14.81268974537037,0,7.363858587962963,new_bounty,work_submitted,2,9675
25.981147569444445,0.02311798611111111,0,409.6316102083333,0.02311798611111111,0,2.094830636574074,24.93331439814815,0.10016228009259259,21.39712201388889,new_bounty,work_submitted,6,10115
0,0.0014221643518518518,27.02489755787037,28.982648148148147,0.0014221643518518518,4.759914618055555,0,15.45828150462963,0,27.02489755787037,new_bounty,receive_tip,7,13278
5.614997789351852,0.0009490856481481481,0,6.0557895833333335,0.0009490856481481481,0,0,5.36479068287037,0.022544097222222222,2.049241423611111,new_bounty,new_kudos,3,15425
0,0.00022422453703703705,439.71450679398146,439.71450679398146,0.00022422453703703705,0,0.06354819444444444,0,0.4916392476851852,0.35580125,new_bounty,killed_bounty,8,22517
0,0.0000296875,0,43.46301326388889,0.0000296875,43.462517615740744,26.851686666666666,43.46301326388889,0,1.988312650462963,new_bounty,work_submitted,20,24408
24.88172980324074,0.000580162037037037,0,24.882731898148148,0.000580162037037037,0,0,20.36536900462963,0.2647785763888889,10.86511068287037,new_bounty,unknown_event,7,23175
38.88305049768518,0,0,494.9360096990741,0,0.44871376157407405,0,32.401564756944445,0,494.9360096990741,new_bounty,work_submitted,2,9680
39.810047581018516,0.00090125,0,39.810047581018516,0.00090125,0,0,21.57251114583333,13.940317268518518,3.9098043055555554,new_bounty,work_done,2,11982
0,0.000006354166666666667,5.728562893518519,5.728562893518519,0.000006354166666666667,0.009824803240740742,0,0,0,0.009824803240740742,new_bounty,killed_bounty,2,23579
0,0,9.886480335648148,9.886480335648148,0,0,0,0,0,9.886480335648148,new_bounty,killed_bounty,1,3060
48.777368287037035,0.0010808449074074073,0,342.11718755787035,0.0010808449074074073,0,0,41.02332142361111,0.13103565972222223,0.3970768171296296,new_bounty,work_submitted,2,10559
18.047281979166666,0.0003822337962962963,0,18.047281979166666,0.0003822337962962963,0,0,15.38383400462963,0.07792069444444444,0.023199976851851854,new_bounty,work_done,3,17978
0,0.0008034722222222222,111.70130350694444,650.7594830092593,0.0008034722222222222,0,34.16824421296296,0,0.2197785185185185,33.99911784722222,new_bounty,unknown_event,3,24445
62.01271056712963,0.000012800925925925926,0,62.01271056712963,0.000012800925925925926,0.9334275,0.9345294675925926,0.1354167476851852,0,0.00023305555555555555,new_bounty,work_done,3,23865
0,0,11.085254004629629,263.39116635416667,0,0,0,0,7.9265853125,0,new_bounty,unknown_event,5,9873
69.13300846064814,0,0,450.79885613425927,0,7.3837676736111115,41.62573800925926,62.24829196759259,61.91677888888889,-27.306163090277778,new_bounty,new_tip,4,9923
50.91187796296296,0.0008537847222222222,0,50.91187796296296,0.0008537847222222222,0,18.256973518518517,50.85392429398148,0.4865450810185185,16.497754074074074,new_bounty,work_done,5,15689
34.87966533564815,0,0,475.95676296296296,0,1.4839609027777778,0,6.4239316087962965,0,475.95675591435185,new_bounty,new_tip,9,9782
0,0.001976273148148148,0,3.1037403819444442,0.001976273148148148,0,0,3.1037403819444442,0.20674854166666667,0.011086840277777777,new_bounty,work_submitted,2,21693
0,0.0016571527777777778,0,181.97218935185185,0.0016571527777777778,0,0.9437918287037037,0,0.9403617476851852,75.68734701388888,new_bounty,unknown_event,4,10302
0,0.007357766203703704,285.9302561921296,285.9302561921296,0.007357766203703704,0,177.3226633101852,0,181.7352142824074,-126.83354657407408,new_bounty,killed_bounty,5,13381
0,0.7847779050925926,0,903.0515915046296,0,662.9193598842593,903.0515915046296,0,0,662.8952550578704,start_work,stop_work,4,9865
0,0.00037412037037037036,24.773507337962965,24.773507337962965,0.00037412037037037036,0,0,0,0,24.773507337962965,new_bounty,killed_bounty,1,9631
0,0.0008066319444444445,0,58.614106585648145,0.0008066319444444445,0.003210347222222222,0,0,0,0.003210347222222222,new_bounty,unknown_event,2,11001
0,0.00048484953703703705,24.762597141203702,24.762597141203702,0.00048484953703703705,0,0,0,0,24.762597141203702,new_bounty,killed_bounty,1,9626
0,0.0004965277777777778,131.6486687962963,131.6486687962963,0.0004965277777777778,0,0,0,0,131.6486687962963,new_bounty,killed_bounty,1,14614
0,0,0,284.228882037037,0,0,0,0,0,0,new_bounty,unknown_event,1,9746
47.45645842592592,0.0008531365740740741,0,47.45645842592592,0.0008531365740740741,0,28.48872122685185,44.566349189814815,0.0051446527777777775,28.483505729166666,new_bounty,work_done,3,23560
0,0.000012569444444444444,0,116.5984593287037,0.000012569444444444444,116.5984593287037,83.89615981481481,0,2.122022210648148,0.07304141203703704,new_bounty,start_work,6,23736
7.911234872685185,0.0034922453703703704,0,347.2072055324074,0.0034922453703703704,0,0.006275486111111111,6.1551844791666666,0.005657511574074074,0.00011729166666666667,new_bounty,work_submitted,3,10508
11.987089467592593,0.046774861111111114,0,11.987089467592593,0.046774861111111114,6.292347164351852,0,7.230559270833333,0,7.22952912037037,new_bounty,work_done,3,16372
0,0.0005213194444444445,0,341.29218488425926,0.0005213194444444445,0,0,341.29218488425926,0.5605713425925926,1.4877040740740741,new_bounty,work_submitted,3,10564
6.9613335879629625,0.0010282523148148147,0,263.9833052199074,0.0010282523148148147,0,0,0,0.6613168634259259,0.42268055555555556,new_bounty,new_tip,6,10962
18.14067534722222,0.9831884953703703,0,23.118646805555557,0.9831884953703703,11.322277847222223,0,13.38059380787037,0,18.14067534722222,new_bounty,unknown_event,7,16468
0,0.0004462152777777778,0,90.51183072916666,0.0004462152777777778,0,90.51183072916666,0,0.32628291666666664,0,new_bounty,stop_work,3,15024
24.335264652777777,0,0,523.0261304050925,0,1.4764901157407408,0,24.051819398148147,0,24.335264652777777,new_bounty,work_submitted,2,3126
0,0.0031226273148148146,28.054183842592593,30.60126986111111,0.0031226273148148146,0,14.912092824074074,0,0.2964588888888889,0.4149584375,new_bounty,unknown_event,9,11145
37.950016168981485,0.0020669212962962963,0,219.03490372685187,0.0020669212962962963,0,0,32.17786181712963,6.170382766203704,0.02338511574074074,new_bounty,work_submitted,2,11525
67.32296280092592,0.001152650462962963,0,356.7430705787037,0.001152650462962963,0,17.899338622685185,356.74115569444444,0.04423023148148148,56.02969072916667,new_bounty,new_tip,6,10426
10.569123518518518,0.0073314930555555555,0,10.569123518518518,0.0073314930555555555,0.014850243055555556,0,9.857168194444444,0,9.857168194444444,new_bounty,work_done,2,11335
0,0.002025162037037037,679.9303792476852,692.1989479282407,0.002025162037037037,0,360.8883677662037,0,65.80739385416666,0,new_bounty,receive_tip,4,23850
0.782733900462963,0.0008740046296296296,0,0.797655150462963,0.0008740046296296296,0,0.23267729166666667,0,0.2354895023148148,0.5395183564814815,new_bounty,receive_tip,5,17686
8.798128101851852,0.0011708564814814815,0,315.0430986689815,0.0011708564814814815,0,8.775537384259259,5.598160821759259,0.029616180555555555,0.7113114583333333,new_bounty,work_submitted,2,10722
0,0.0010514583333333333,0,161.85285564814814,0.0010514583333333333,0,0,0,5.423369895833333,0,new_bounty,new_tip,2,10581
0,0.0007879976851851852,3.7483112847222224,162.48981432870372,0.0007879976851851852,0,3.5992409953703706,0,0.00633068287037037,1.988135,new_bounty,unknown_event,3,10398
0,0.001989166666666667,42.205107939814816,489.55407293981483,0.001989166666666667,0,19.988000960648147,0,1.1295744675925925,0.5384777777777778,new_bounty,unknown_event,3,23924
0,0.0030701388888888887,71.94508106481481,71.94508106481481,0.0030701388888888887,0,5.94149099537037,0.8521171180555556,0.0046927777777777775,0.004746793981481481,new_bounty,killed_bounty,3,14575
38.736007488425926,0.0005214583333333333,0,323.39044413194443,0.0005214583333333333,6.300805856481482,18.75133494212963,323.38937555555555,0,323.3893760648148,new_bounty,new_tip,12,10672
31.02116695601852,0.0013425578703703705,0,31.024011041666668,0.0013425578703703705,0,5.830405405092592,16.767661400462963,3.280206145833333,7.728389791666666,new_bounty,new_tip,4,16755
29.11308576388889,0.001427175925925926,0,29.11308576388889,0.001427175925925926,17.333706898148147,0,15.80499619212963,0,29.11308576388889,new_bounty,work_done,7,14896
1.9707943055555555,0.018079837962962964,0,418.841519537037,0.018079837962962964,1.7064793402777778,0,418.841519537037,0,221.42628423611112,new_bounty,work_submitted,2,10072
34.52281907407407,0.0012970833333333332,0,353.5041817361111,0.0012970833333333332,0,0,34.107567708333335,30.519387233796298,1.8762324537037036,new_bounty,work_submitted,2,10450
8.697424953703704,0.0026016435185185183,0,8.697424953703704,0.0026016435185185183,0,1.0598086226851853,4.72929886574074,0.04700883101851852,0.7830293518518519,new_bounty,work_done,4,17230
0.08302793981481481,0.0021340277777777777,0,57.77173302083333,0.0021340277777777777,0.010354305555555556,0,0.01722238425925926,0,0.01722238425925926,new_bounty,unknown_event,2,14199
63.976854814814814,0.004586689814814815,0,432.45951449074073,0.004586689814814815,0,4.102273483796297,432.4589137615741,0.3059116782407407,0.03601979166666667,new_bounty,new_tip,2,10016
29.028249097222222,0.0009316435185185185,0,398.87259730324075,0.0009316435185185185,0,0,398.87259730324075,0.04185751157407407,0.5798778703703704,new_bounty,work_submitted,3,10153
0,0,333.7457397337963,459.66277322916665,0,8.90707773148148,0,9.935543599537038,0,459.66277322916665,new_bounty,work_submitted,2,13488
62.79595378472222,0.000012916666666666666,0,62.79595378472222,0.000012916666666666666,0.14363872685185186,0,0.17867354166666666,0,0.17867354166666666,new_bounty,work_done,2,23845
39.245408229166664,0.0008456597222222223,0,39.245408229166664,0.0008456597222222223,18.67322144675926,0,24.81640238425926,0,4.509261574074074,new_bounty,work_done,8,23412
70.31423277777778,0.003207662037037037,0,70.31423277777778,0.003207662037037037,2.090072314814815,0,5.740381412037037,0,5.740381412037037,new_bounty,work_done,2,21468
287.24172920138886,0,0,728.3177162152778,0,0,0,142.2485347685185,0,728.3177162152778,new_bounty,work_submitted,1,45
0,0.0030564699074074075,0,76.99673149305555,0.0030564699074074075,0,76.99673149305555,0,0.0064388541666666665,0.04049134259259259,new_bounty,stop_work,2,11650
0,4.768776400462963,44.485793020833334,44.485793020833334,0,0,0,0,4.768776400462963,6.12395869212963,worker_applied,killed_bounty,4,13289
0,0.0029861111111111113,364.93409199074074,364.93409199074074,0.0029861111111111113,0.9825827893518518,80.01420668981481,0,0,364.93409199074074,new_bounty,killed_bounty,3,17747
20.463998622685185,0.017981064814814814,0,291.7603412962963,0.017981064814814814,12.894470856481481,0,16.812644340277778,0,0.140174375,new_bounty,work_submitted,3,13179
0,0.0004695486111111111,36.494539027777776,108.36809550925926,0.0004695486111111111,0,9.669582430555556,0,0.8524147453703703,0.6726406944444444,new_bounty,unknown_event,6,10775
16.258443645833335,0.0016043518518518518,0,16.258443645833335,0.0016043518518518518,0,0,11.27848912037037,0.054871493055555554,10.819399502314814,new_bounty,work_done,3,16740
0,0.0009779861111111111,269.99843332175925,395.9189352777778,0.0009779861111111111,0,0,8.401694328703703,0.42411472222222224,0.3705061111111111,new_bounty,work_submitted,2,13485
0,0.0015149421296296295,132.44676054398147,132.44676054398147,0.0015149421296296295,0,0,0,0,0.0015149421296296295,new_bounty,killed_bounty,1,14651
0,0.003229189814814815,4.835576782407408,19.93049974537037,0.003229189814814815,0,0,0,0,10.681529791666666,new_bounty,unknown_event,1,14037
0,0.000016307870370370372,0.022559826388888888,0.022559826388888888,0.000016307870370370372,0,0,0,0,0.01087576388888889,new_bounty,killed_bounty,1,23985
5.199793136574074,0.000012858796296296296,0,5.199793136574074,0.000012858796296296296,0,3.4662861921296297,2.405336446759259,3.4687896296296294,-3.319119849537037,new_bounty,work_done,12,23965
6.0641749189814815,0.00443605324074074,0,299.39661052083335,0.00443605324074074,0,0,299.39661052083335,0.4812430671296296,0.4520135416666667,new_bounty,work_submitted,2,10817
34.144236793981484,0.0006796180555555556,0,655.9282543055556,0.0006796180555555556,0,0,9.298355914351852,8.92495599537037,0.2412301273148148,new_bounty,unknown_event,4,24439
0,0.11625513888888889,0,0.8163829976851852,0,0,0,0,0.8163829976851852,0,worker_applied,worker_applied,2,24197
5.575311018518518,0,0,585.4485278587963,0,0,0,585.4485278587963,0,5.575311018518518,new_bounty,work_submitted,2,2237
0,0.0004998726851851852,0,287.0063833912037,0.0004998726851851852,0.8918469560185185,33.902311203703704,0,0,108.20064131944444,new_bounty,stop_work,5,10778
0,0.00046059027777777776,30.927658483796296,487.51179516203706,0.00046059027777777776,0.07084574074074074,15.078350752314815,16.25255386574074,0,483.5278672337963,new_bounty,unknown_event,5,24227
76.95205125,0.005628090277777778,0,76.95205125,0.005628090277777778,0.019831886574074073,0,8.769427766203703,0,76.95205125,new_bounty,work_done,2,13492
0,0.0008131828703703704,0,0.009082893518518518,0.0008131828703703704,0.009082893518518518,0,0,0,0.009082893518518518,new_bounty,start_work,2,15295
0.7357388078703704,0,0,461.0113912384259,0,0.06872826388888889,0,461.0113912384259,0,263.57897152777775,new_bounty,work_submitted,2,9868
118.78435465277778,0,0,559.8614806018519,0,28.700376354166668,0,0,0,559.8614806018519,new_bounty,new_tip,2,2757
0,0.001733449074074074,82.15099060185184,82.15099060185184,0.001733449074074074,0,0,0,0,82.15099060185184,new_bounty,killed_bounty,1,23252
3.336962372685185,0,0,486.28799822916665,0,1.3277237962962962,0,1.4620572800925926,0,486.28799822916665,new_bounty,work_submitted,2,9720
0,0.006020196759259259,14.161167847222222,14.162797430555555,0.006020196759259259,0.009009340277777778,0,0,0,14.162797430555555,new_bounty,new_tip,2,19435
10.155551828703704,0.0011250810185185185,0,10.155551828703704,0.0011250810185185185,0,0,6.7669295601851855,0.4052471759259259,3.645328125,new_bounty,work_done,7,14240
0,0.022514409722222222,0,233.37970163194444,0.022514409722222222,0,233.37970163194444,0,1.1578436458333334,111.69216399305556,new_bounty,stop_work,3,9313
43.88239452546296,0.0015131712962962963,0,291.99616271990743,0.0015131712962962963,0,7.025084513888889,291.99616271990743,0.027917025462962965,6.9973855324074075,new_bounty,work_submitted,3,10852
0,0.000017835648148148147,0,29.003396296296295,0.000017835648148148147,1.898046412037037,10.997827939814815,29.003396296296295,0,6.945411180555555,new_bounty,work_submitted,4,23816
14.43946630787037,0.004530659722222222,0,395.42017126157407,0.004530659722222222,9.896346030092593,0,9.903706157407408,0,395.42017100694443,new_bounty,work_submitted,3,10186
52.78081300925926,0.00592457175925926,0,52.78081300925926,0.00592457175925926,48.81746644675926,0,48.834158530092594,0,52.78081300925926,new_bounty,work_done,2,23167
0,0.0006533333333333333,0,0.294583287037037,0.0006533333333333333,0,0.294583287037037,0,0.04092140046296296,0.0557843287037037,new_bounty,stop_work,2,11359
0,0.000013506944444444445,15.174163634259259,15.174163634259259,0.000013506944444444445,0,0,0,0.06475019675925926,0.012511180555555555,new_bounty,killed_bounty,3,23798
0,0.000014097222222222222,0.7813925,0.7813925,0.000014097222222222222,0,0,0,0,0.40111688657407407,new_bounty,killed_bounty,1,23745
15.760576296296296,0.0010816550925925926,0,255.77866715277779,0.0010816550925925926,7.421691226851852,0,7.438045231481482,0,58.47419430555556,new_bounty,work_submitted,3,11003
0,0,4.1590705787037034,299.68321203703704,0,0,0,0,0,299.68321203703704,new_bounty,unknown_event,1,9662
0.023416215277777777,0.0003825925925925926,0,0.023416215277777777,0.0003825925925925926,0.004868275462962963,0,0.02027894675925926,0,0.02027894675925926,new_bounty,work_done,2,18624
95.77171341435185,0,0,536.9546626967592,0,22.703007997685184,0,536.9546624189815,0,536.9546626967592,new_bounty,work_submitted,2,4130
2.999084386574074,0.0007388888888888889,0,2.999084386574074,0.0007388888888888889,0,0,2.988817997685185,0.2114346875,1.0323741782407407,new_bounty,work_done,2,13463
19.919515046296297,0.0019492592592592593,0,36.23515230324074,0.0019492592592592593,0,9.10755,8.869651863425926,0.2634268402777778,0.0174378125,new_bounty,unknown_event,2,13901
31.87170509259259,0.0006242129629629629,0,450.4368441435185,0.0006242129629629629,0,5.354243784722223,31.258676041666668,0.08980729166666666,7.023473587962963,new_bounty,unknown_event,5,24230
0,0.0025659490740740742,3.0756849768518517,3.0756849768518517,0.0025659490740740742,0,0,0,0.0038252777777777777,0.00012063657407407407,new_bounty,killed_bounty,2,18172
0,-0.2916666666666667,144.43285896990741,144.43285896990741,-0.2916666666666667,129.21584908564816,0,0,0,144.43285896990741,new_bounty,killed_bounty,2,4295
5.354297604166667,0.000538287037037037,0,5.354297604166667,0.000538287037037037,0,0,0.17023976851851852,0.009737939814814816,0.09360008101851852,new_bounty,work_done,2,16973
16.59851045138889,0.006559641203703704,0,384.682860775463,0.006559641203703704,0,0,7.457558564814815,0.574577349537037,0.06312822916666666,new_bounty,work_submitted,3,10233
0,0.03605385416666667,8.52013337962963,159.86329498842593,0.03605385416666667,0,6.509474895833334,0,0.0383828125,0.02141675925925926,new_bounty,unknown_event,2,10413
0,0.0007758680555555556,16.033681666666666,16.033681666666666,0.0007758680555555556,0,0,0,0.22423849537037038,0.015332546296296296,new_bounty,killed_bounty,3,17009
5.716375613425926,0.0008744907407407408,0,5.716375613425926,0.0008744907407407408,0,4.53283074074074,5.506132152777778,0.011777222222222222,4.09694511574074,new_bounty,work_done,5,21285
0,0.00002204861111111111,0,31.88277835648148,0.00002204861111111111,10.977782627314815,0,31.88277835648148,0,0.01774136574074074,new_bounty,work_submitted,3,24361
0,0,20.02824471064815,263.2280600347222,0,0,0,0,0,263.2280600347222,new_bounty,unknown_event,1,9875
0,0,13.326027395833334,249.88144210648147,0,0,0,0,1.8546644212962964,0.016668877314814815,new_bounty,unknown_event,2,9934
0,0.0013683564814814815,0,0.5328707523148148,0.0013683564814814815,0.0021178935185185185,0.12853310185185185,0.1231700462962963,0,0.12055027777777778,new_bounty,stop_work,4,15687
0.10583722222222222,0,0,486.1392209606482,0,0.001896863425925926,0,0.09141731481481481,0,486.1392209606482,new_bounty,work_submitted,3,9722
0.025354780092592594,0.0007959027777777778,0,0.025354780092592594,0.0007959027777777778,0,0,0.016385208333333335,0.0019847685185185185,0.00046376157407407407,new_bounty,work_done,2,18661
0,0.0007414814814814815,4.01028125,6.267618414351852,0.0007414814814814815,1.2255352199074074,4.009539166666666,0,0,6.267618414351852,new_bounty,unknown_event,2,15032
7.521019201388889,0.0002302777777777778,0,248.97453075231482,0.0002302777777777778,0,4.557529849537037,7.017136597222223,0.4219542361111111,3.85779125,new_bounty,work_submitted,3,11038
0,0.0011472337962962964,0,341.05819354166664,0.0011472337962962964,0,0.5149350462962963,0,0.0034113194444444443,0.09157982638888888,new_bounty,new_tip,4,10576
9.41797957175926,0.0018115277777777778,0,345.40717984953704,0.0018115277777777778,0,0,8.502336712962963,0.09466417824074073,0.13716630787037037,new_bounty,work_submitted,2,10535
0,0.0007556597222222222,381.67450667824073,381.67450667824073,0.0007556597222222222,0,0,30.794356539351853,0.010251087962962964,0.009916898148148149,new_bounty,killed_bounty,2,22641
17.23762976851852,0.0005814467592592593,0,263.3395494097222,0.0005814467592592593,0,0,263.3395487731481,6.141617800925926,4.894397777777778,new_bounty,work_submitted,3,10966
0,0.022672523148148147,50.93028978009259,235.5423871412037,0.022672523148148147,31.509863298611112,28.521689814814813,0,0,33.70164481481481,new_bounty,unknown_event,5,10011
0,0,0,681.6816061111111,0,0,0,95.61166409722222,0,0,new_bounty,work_submitted,2,133
5.999955173611111,0.002087337962962963,0,5.999955173611111,0.002087337962962963,0,0,0.663112488425926,0.12482164351851852,0.5361637731481481,new_bounty,work_done,2,11557
11.02753224537037,0.0009678587962962963,0,279.37511438657407,0.0009678587962962963,0,0,279.37511438657407,0.04450998842592593,0.0005669097222222222,new_bounty,work_submitted,3,14187
59.15820237268519,0.0009014583333333333,0,287.56311849537036,0.0009014583333333333,0,29.763024247685184,49.90189217592592,3.3391446875,0.07407900462962963,new_bounty,work_submitted,3,10887
7.794877268518518,0.021134189814814814,0,7.794877268518518,0.021134189814814814,0.026985069444444443,5.895812372685185,7.418160821759259,0,7.794877268518518,new_bounty,work_done,3,22566
357.01325797453705,0.001132037037037037,0,357.01325797453705,0.001132037037037037,0,13.367742349537037,313.57139216435183,25.924847962962964,-25.446982650462964,new_bounty,work_done,7,17189
0,0.33430195601851853,52.85664425925926,52.85664425925926,0.33430195601851853,0,3.5352188194444443,0,0.5472507175925926,3.378944849537037,new_bounty,killed_bounty,4,23392
0,0.000013194444444444444,0,115.97866197916667,0.000013194444444444444,0,0,0,1.269017349537037,0,new_bounty,worker_applied,4,23702
0,0.00001394675925925926,0,79.98644459490741,0.00001394675925925926,0,79.98644459490741,71.74511158564815,18.489904780092594,2.4519588194444446,new_bounty,stop_work,5,23992
34.09765071759259,0.0005692708333333333,0,389.5769092476852,0.0005692708333333333,0,15.986535,23.997641747685186,0.48539364583333333,1.609205127314815,new_bounty,unknown_event,8,24240
34.72614179398148,0,0,579.308338738426,0,0,0,34.72614185185185,0,34.72614179398148,new_bounty,work_submitted,3,2255
23.153533715277778,0.019283020833333334,0,368.0569254861111,0.019283020833333334,0.03588734953703704,11.027637314814815,0.7184067708333334,0,368.0569254861111,new_bounty,work_submitted,2,10359
0,0.0034768171296296296,0,67.82844672453703,0.0034768171296296296,0,27.970679282407406,0,58.76207994212963,0,new_bounty,stop_work,3,15026
0,0,90.88811586805555,303.61528024305557,0,25.189732719907408,65.05045314814815,0,0,90.88811586805555,new_bounty,unknown_event,2,9643
0,0.0000128125,0.01434837962962963,0.01434837962962963,0.0000128125,0,0,0,0,0.01434837962962963,new_bounty,killed_bounty,1,24288
0,0.1754182060185185,6.139223726851852,367.67103974537036,0.1754182060185185,0,0,2.716910775462963,0.5079716666666667,0.0049568865740740745,new_bounty,work_submitted,3,10364
19.828716168981483,0.25785297453703704,0,19.828716168981483,0.25785297453703704,3.3724653819444446,10.858194594907408,9.389097673611111,0,1.0587944212962963,new_bounty,work_done,6,16858
0,0.0008373148148148148,52.70790431712963,52.70790431712963,0.0008373148148148148,0,7.208703194444444,8.246428391203704,7.322205671296296,22.36616997685185,new_bounty,killed_bounty,3,17817
0,0.0018574884259259258,26.366793854166666,26.371681770833334,0.0018574884259259258,5.953297650462963,0,1.085206712962963,0,4.593838831018519,new_bounty,new_tip,5,16599
0,0.0005066319444444444,0,128.0010544212963,0.0005066319444444444,0,54.15841462962963,0,12.420206469907408,0,new_bounty,unknown_event,2,10670
0,0.0025089699074074072,0,106.04096171296297,0.0025089699074074072,0,3.6424747800925927,0,0.5177189583333334,52.87147209490741,new_bounty,unknown_event,7,10788
6.6845382754629625,0.000356712962962963,0,6.6845382754629625,0.000356712962962963,6.0304159027777775,0,6.136377523148148,0,6.136377523148148,new_bounty,work_done,2,22547
0,0.0016182523148148148,28.95306652777778,28.95306652777778,0.0016182523148148148,0,16.798716030092592,0,9.83436480324074,6.936792395833334,new_bounty,killed_bounty,4,23543
4.626276006944445,0.0022904513888888887,0,300.8732335648148,0.0022904513888888887,0.034125196759259256,2.921309502314815,300.87204505787037,0,2.0304426041666668,new_bounty,new_tip,5,10811
15.827848472222222,0.0008021643518518519,0,397.0432963425926,0.0008021643518518519,0,0,8.680077314814815,0.03672478009259259,0,new_bounty,work_submitted,4,10171
0,0.0013716898148148147,0,396.7192630324074,0.0013716898148148147,74.33089635416667,396.7192630324074,0,0,181.98401373842592,new_bounty,stop_work,3,10298
